Id,Name,Socket,Chipset,Price,Recommended,Link
246,ASUS PRIME H510M-D,LGA 1200,Intel H510,8260,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-h510m-d-soc-1200-intel-h510-2xddr4-matx-1495235/
247,MSI A520M PRO,SocketAM4,AMD A520,5870,0,https://www.citilink.ru/product/materinskaya-plata-msi-a520m-pro-soc-am4-amd-a520-2xddr4-matx-ac-97-8c-1484864/
248,ASUS TUF GAMING B450M-PLUS II,SocketAM4,AMD B450,8580,0,https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b450m-plus-ii-soc-am4-amd-b450-4xdd-1498831/
249,GIGABYTE Z590 AORUS PRO AX,LGA 1200,Intel Z590,32 390,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590-aorus-pro-ax-soc-1200-intel-z590-4xdd-1490291/
250,ASROCK A320M-HDV R4.0,SocketAM4,AMD A320,3890,0,https://www.citilink.ru/product/materinskaya-plata-asrock-a320m-hdv-r4-0-socketam4-amd-a320-matx-ret-1146345/
251,GIGABYTE Z490 AORUS ELITE AC,LGA 1200,Intel Z490,18 850,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-z490-aorus-elite-ac-soc-1200-intel-z490-4x-1384498/
252,GIGABYTE Z490 UD,LGA 1200,Intel Z490,12 900,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-z490-ud-soc-1200-intel-z490-4xddr4-atx-ac-1372426/
253,GIGABYTE Z490 GAMING X,LGA 1200,Intel Z490,14 540,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-z490-gaming-x-soc-1200-intel-z490-4xddr4-a-1372417/
254,ASROCK X370 PRO4,SocketAM4,AMD X370,7090,0,https://www.citilink.ru/product/materinskaya-plata-asrock-x370-pro4-soc-am4-amd-x370-4xddr4-atx-ac-97-1384515/
255,GIGABYTE X570 AORUS ELITE,SocketAM4,AMD X570,16 770,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-x570-aorus-elite-socketam4-amd-x570-atx-re-1160572/
256,MSI MPG Z390 GAMING PLUS,LGA 1151v2,Intel Z390,10 710,0,https://www.citilink.ru/product/materinskaya-plata-msi-mpg-z390-gaming-plus-lga-1151v2-intel-z390-atx-1090483/
257,Asrock A320M-HDV R4.0 Soc-AM4 AMD A320 2xDDR4 mATX AC`97 8ch7.1 восстановленный,SocketAM4,AMD A320,2530,0,https://www.citilink.ru/product/materinskaya-plata-asrock-a320m-hdv-r4-0-soc-am4-amd-a320-2xddr4-matx-M00204911/
258,Gigabyte B365M D3H Soc-1151v2 Intel B365 4xDDR4 mATX AC`97 8ch7 восстановленный,LGA 1151v2,Intel B365,4190,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-b365m-d3h-soc-1151v2-intel-b365-4xddr4-mat-M00204906/
259,GIGABYTE B560M DS3H,LGA 1200,Intel B560,9350,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-b560m-ds3h-soc-1200-intel-b560-4xddr4-matx-1515207/
260,GIGABYTE H510M S2H,LGA 1200,Intel H510,6380,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-h510m-s2h-soc-1200-intel-h510-2xddr4-matx-1513638/
261,ASUS ROG STRIX B560-I GAMING WIFI,LGA 1200,Intel B560,15 570,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b560-i-gaming-wifi-soc-1200-intel-b5-1512405/
262,GIGABYTE Z590I AORUS ULTRA,LGA 1200,Intel Z590,24 690,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590i-aorus-ultra-soc-1200-intel-z590-2xdd-1502809/
263,ASROCK H410M-ITX/AC,LGA 1200,Intel H410,7750,0,https://www.citilink.ru/product/materinskaya-plata-asrock-h410m-itx-ac-soc-1200-intel-h410-2xddr4-mini-1499046/
264,ASUS PRO B560M-C/CSM,LGA 1200,Intel B560,11 610,0,https://www.citilink.ru/product/materinskaya-plata-asus-pro-b560m-c-csm-soc-1200-intel-b560-4xddr4-mat-1498828/
265,ASUS PRO H510M-C/CSM,LGA 1200,Intel H510,9100,0,https://www.citilink.ru/product/materinskaya-plata-asus-pro-h510m-c-csm-soc-1200-intel-h510-2xddr4-mat-1498824/
266,GIGABYTE Z590 AORUS ULTRA,LGA 1200,Intel Z590,32 250,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590-aorus-ultra-soc-1200-intel-z590-4xddr-1487361/
267,ASROCK H470 STEEL LEGEND,LGA 1200,Intel H470,11 860,0,https://www.citilink.ru/product/materinskaya-plata-asrock-h470-steel-legend-soc-1200-intel-h470-4xddr4-1487340/
268,ASROCK J5040-ITX,Pentium J5040,спецификация памяти: 2400 МГц,10 120,0,https://www.citilink.ru/product/materinskaya-plata-asrock-j5040-itx-2xddr4-mini-itx-ac-97-8ch-7-1-gbla-1485375/
